NUM_BV: 35 NUM_LEAF: 36
0 0 0
0 1 0
0 2 0
0 3 0
0 4 24.99896
0 13 0
0 14 32.04967
0 5 0
0 6 0
0 9 20.20752
0 10 92.97842
0 15 0
0 16 23.77794
0 19 28.21964
0 20 97.31969
1 5 0
0 7 0
0 8 0
0 11 26.95595
0 12 49.99999
1 10 94.30839
1 15 0
0 17 49.99999
0 18 95.83031
0 21 95.81104
0 22 63.06022
1 20 98.47041
1 7 0
1 8 0
1 11 27.42171
1 12 49.99999
1 17 49.99999
1 18 95.16362
1 21 95.15402
1 22 63.98522
2 5 3.130495
2 10 93
2 15 3
2 20 103.001
3 5 0
4 5 1.326977
2 7 0
2 8 1
2 11 41.60289
2 12 50
3 10 97
4 10 95
3 15 0
4 15 2.861023e-06
2 17 50.005
2 18 96.02604
2 21 96
2 22 64.34672
3 20 106.4415
4 20 104.2507
3 7 0
4 7 0
3 8 0
4 8 2
3 11 43.4258
4 11 42.67318
3 12 50
4 12 50
3 17 50
4 17 50
3 18 97
4 18 96.02604
3 21 97
4 21 96
3 22 67.17515
4 22 64.34672
